Period,Year,Month,Date,Store_ID,Product_Name,Incentive_Rate_THB,Quantity,Incentive_Amount_THB,Status
2025-09,2025,9,2025-09-28,SSA5,Plaivana cream 14% 35g BDC,5.0,5,25.0,Official
2025-09,2025,9,2025-09-28,SSA6,Plaivana cream 14% 35g BDC,5.0,6,30.0,Official
2025-09,2025,9,2025-09-28,SSA7,Plaivana cream 14% 35g BDC,5.0,16,80.0,Official
2025-09,2025,9,2025-09-28,SSA1,Arotika cool spay 60ml,10.0,28,280.0,Official
2025-09,2025,9,2025-09-28,SSA2,Arotika cool spay 60ml,10.0,1,10.0,Official
2025-09,2025,9,2025-09-28,SSA3,Arotika cool spay 60ml,10.0,8,80.0,Official
2025-09,2025,9,2025-09-28,SSA5,Arotika cool spay 60ml,10.0,26,260.0,Official
2025-09,2025,9,2025-09-28,SSA6,Arotika cool spay 60ml,10.0,6,60.0,Official
2025-09,2025,9,2025-09-28,SSA7,Arotika cool spay 60ml,10.0,8,80.0,Official
2025-09,2025,9,2025-09-28,SSA3,Clenascar gel 15g BDC,10.0,3,30.0,Official
2025-09,2025,9,2025-09-28,SSA5,Clenascar gel 15g BDC,10.0,10,100.0,Official
2025-09,2025,9,2025-09-28,SSA1,Glucosa 1500mg Red Sach1x30,10.0,50,500.0,Official
2025-09,2025,9,2025-09-28,SSA2,Glucosa 1500mg Red Sach1x30,10.0,3,30.0,Official
2025-09,2025,9,2025-09-28,SSA3,Glucosa 1500mg Red Sach1x30,10.0,49,490.0,Official
2025-09,2025,9,2025-09-28,SSA5,Glucosa 1500mg Red Sach1x30,10.0,64,640.0,Official
2025-09,2025,9,2025-09-28,SSA6,Glucosa 1500mg Red Sach1x30,10.0,26,260.0,Official
2025-09,2025,9,2025-09-28,SSA7,Glucosa 1500mg Red Sach1x30,10.0,31,310.0,Official
2025-09,2025,9,2025-09-28,SSA1,Glucosa-500mg Cap/BI BDC,10.0,39,390.0,Official
2025-09,2025,9,2025-09-28,SSA3,Glucosa-500mg Cap/BI BDC,10.0,36,360.0,Official
2025-09,2025,9,2025-09-28,SSA5,Glucosa-500mg Cap/BI BDC,10.0,23,230.0,Official
2025-09,2025,9,2025-09-28,SSA6,Glucosa-500mg Cap/BI BDC,10.0,13,130.0,Official
2025-09,2025,9,2025-09-28,SSA7,Glucosa-500mg Cap/BI BDC,10.0,20,200.0,Official
2025-09,2025,9,2025-09-28,SSA1,Glucosa 1500mg Lemon Sach BDC 30ຊອງ/ກ,10.0,26,260.0,Official
2025-09,2025,9,2025-09-28,SSA3,Glucosa 1500mg Lemon Sach BDC 30ຊອງ/ກ,10.0,18,180.0,Official
2025-09,2025,9,2025-09-28,SSA5,Glucosa 1500mg Lemon Sach BDC 30ຊອງ/ກ,10.0,32,320.0,Official
2025-09,2025,9,2025-09-28,SSA6,Glucosa 1500mg Lemon Sach BDC 30ຊອງ/ກ,10.0,7,70.0,Official
2025-09,2025,9,2025-09-28,SSA7,Glucosa 1500mg Lemon Sach BDC 30ຊອງ/ກ,10.0,9,90.0,Official
2025-09,2025,9,2025-09-28,SSA1,Prozeus 15 10Sach,10.0,5,50.0,Official
2025-09,2025,9,2025-09-28,SSA2,Prozeus 15 10Sach,10.0,1,10.0,Official
2025-09,2025,9,2025-09-28,SSA5,Prozeus 15 10Sach,10.0,5,50.0,Official
2025-09,2025,9,2025-09-28,SSA7,Prozeus 15 10Sach,10.0,14,140.0,Official
2025-09,2025,9,2025-09-28,SSA1,Prozeus 15 (ກະປ໋ອງ),20.0,7,140.0,Official
2025-09,2025,9,2025-09-28,SSA5,Prozeus 15 (ກະປ໋ອງ),20.0,1,20.0,Official
2025-09,2025,9,2025-09-28,SSA6,Prozeus 15 (ກະປ໋ອງ),20.0,5,100.0,Official
2025-09,2025,9,2025-09-28,SSA1,Tristan (etoricoxib) 90mg,2.0,13,26.0,Official
2025-09,2025,9,2025-09-28,SSA2,Tristan (etoricoxib) 90mg,2.0,2,4.0,Official
2025-09,2025,9,2025-09-28,SSA3,Tristan (etoricoxib) 90mg,2.0,12,24.0,Official
2025-09,2025,9,2025-09-28,SSA5,Tristan (etoricoxib) 90mg,2.0,20,40.0,Official
2025-09,2025,9,2025-09-28,SSA6,Tristan (etoricoxib) 90mg,2.0,79,158.0,Official
2025-09,2025,9,2025-09-28,SSA7,Tristan (etoricoxib) 90mg,2.0,13,26.0,Official
2025-09,2025,9,2025-09-28,SSA1,Gastro bismol 524,5.0,14,70.0,Official
2025-09,2025,9,2025-09-28,SSA3,Gastro bismol 524,5.0,18,90.0,Official
2025-09,2025,9,2025-09-28,SSA5,Gastro bismol 524,5.0,13,65.0,Official
2025-09,2025,9,2025-09-28,SSA6,Gastro bismol 524,5.0,70,350.0,Official
2025-09,2025,9,2025-09-28,SSA7,Gastro bismol 524,5.0,13,65.0,Official
2025-09,2025,9,2025-09-28,SSA1,Nacoxib 90 mg,5.0,86,430.0,Official
2025-09,2025,9,2025-09-28,SSA2,Nacoxib 90 mg,5.0,13,65.0,Official
2025-09,2025,9,2025-09-28,SSA3,Nacoxib 90 mg,5.0,58,290.0,Official
2025-09,2025,9,2025-09-28,SSA5,Nacoxib 90 mg,5.0,101,505.0,Official
2025-09,2025,9,2025-09-28,SSA6,Nacoxib 90 mg,5.0,17,85.0,Official
2025-09,2025,9,2025-09-28,SSA7,Nacoxib 90 mg,5.0,70,350.0,Official
2025-09,2025,9,2025-09-28,SSA1,Diabederm Cream 10% 35g,5.0,25,125.0,Official
2025-09,2025,9,2025-09-28,SSA2,Diabederm Cream 10% 35g,5.0,1,5.0,Official
2025-09,2025,9,2025-09-28,SSA3,Diabederm Cream 10% 35g,5.0,18,90.0,Official
2025-09,2025,9,2025-09-28,SSA5,Diabederm Cream 10% 35g,5.0,30,150.0,Official
2025-09,2025,9,2025-09-28,SSA6,Diabederm Cream 10% 35g,5.0,13,65.0,Official
2025-09,2025,9,2025-09-28,SSA7,Diabederm Cream 10% 35g,5.0,16,80.0,Official
2025-09,2025,9,2025-09-28,SSA1,Diabederm Cream 20% 35g,5.0,32,160.0,Official
2025-09,2025,9,2025-09-28,SSA2,Diabederm Cream 20% 35g,5.0,1,5.0,Official
2025-09,2025,9,2025-09-28,SSA3,Diabederm Cream 20% 35g,5.0,7,35.0,Official
2025-09,2025,9,2025-09-28,SSA5,Diabederm Cream 20% 35g,5.0,13,65.0,Official
2025-09,2025,9,2025-09-28,SSA6,Diabederm Cream 20% 35g,5.0,2,10.0,Official
2025-09,2025,9,2025-09-28,SSA7,Diabederm Cream 20% 35g,5.0,51,255.0,Official
2025-09,2025,9,2025-09-28,SSA1,Zentozide 1x4's,3.0,2,6.0,Official
2025-09,2025,9,2025-09-28,SSA5,Zentozide 1x4's,3.0,8,24.0,Official
2025-09,2025,9,2025-09-28,SSA7,Zentozide 1x4's,3.0,7,21.0,Official
2025-09,2025,9,2025-09-28,SSA1,Precius 6x10's,25.0,43,1075.0,Official
2025-09,2025,9,2025-09-28,SSA3,Precius 6x10's,25.0,8,200.0,Official
2025-09,2025,9,2025-09-28,SSA5,Precius 6x10's,25.0,3,75.0,Official
2025-09,2025,9,2025-09-28,SSA7,Precius 6x10's,25.0,5,125.0,Official
2025-09,2025,9,2025-09-28,SSA1,Clena TM EX (Anti melasma) 15g,10.0,44,440.0,Official
2025-09,2025,9,2025-09-28,SSA2,Clena TM EX (Anti melasma) 15g,10.0,5,50.0,Official
2025-09,2025,9,2025-09-28,SSA3,Clena TM EX (Anti melasma) 15g,10.0,24,240.0,Official
2025-09,2025,9,2025-09-28,SSA5,Clena TM EX (Anti melasma) 15g,10.0,31,310.0,Official
2025-09,2025,9,2025-09-28,SSA6,Clena TM EX (Anti melasma) 15g,10.0,19,190.0,Official
2025-09,2025,9,2025-09-28,SSA7,Clena TM EX (Anti melasma) 15g,10.0,31,310.0,Official
2025-10,2025,10,2025-10-28,SSA1,Capsika 0.0125%gel 35g BDC,5.0,39,195.0,Official
2025-10,2025,10,2025-10-28,SSA3,Capsika 0.0125%gel 35g BDC,5.0,7,35.0,Official
2025-10,2025,10,2025-10-28,SSA5,Capsika 0.0125%gel 35g BDC,5.0,40,200.0,Official
2025-10,2025,10,2025-10-28,SSA6,Capsika 0.0125%gel 35g BDC,5.0,3,15.0,Official
2025-10,2025,10,2025-10-28,SSA7,Capsika 0.0125%gel 35g BDC,5.0,7,35.0,Official
2025-10,2025,10,2025-10-28,SSA1,Capsika-25 (0.025%) Gel 35g,5.0,53,265.0,Official
2025-10,2025,10,2025-10-28,SSA2,Capsika-25 (0.025%) Gel 35g,5.0,1,5.0,Official
2025-10,2025,10,2025-10-28,SSA3,Capsika-25 (0.025%) Gel 35g,5.0,12,60.0,Official
2025-10,2025,10,2025-10-28,SSA5,Capsika-25 (0.025%) Gel 35g,5.0,31,155.0,Official
2025-10,2025,10,2025-10-28,SSA7,Capsika-25 (0.025%) Gel 35g,5.0,19,95.0,Official
2025-10,2025,10,2025-10-28,SSA1,Capsika-25 Lotion Spray 100ml,10.0,9,90.0,Official
2025-10,2025,10,2025-10-28,SSA3,Capsika-25 Lotion Spray 100ml,10.0,5,50.0,Official
2025-10,2025,10,2025-10-28,SSA5,Capsika-25 Lotion Spray 100ml,10.0,8,80.0,Official
2025-10,2025,10,2025-10-28,SSA6,Capsika-25 Lotion Spray 100ml,10.0,3,30.0,Official
2025-10,2025,10,2025-10-28,SSA7,Capsika-25 Lotion Spray 100ml,10.0,4,40.0,Official
2025-10,2025,10,2025-10-28,SSA1,AROTIKA Rub 35g BDC,5.0,58,290.0,Official
2025-10,2025,10,2025-10-28,SSA2,AROTIKA Rub 35g BDC,5.0,1,5.0,Official
2025-10,2025,10,2025-10-28,SSA3,AROTIKA Rub 35g BDC,5.0,7,35.0,Official
2025-10,2025,10,2025-10-28,SSA5,AROTIKA Rub 35g BDC,5.0,30,150.0,Official
2025-10,2025,10,2025-10-28,SSA6,AROTIKA Rub 35g BDC,5.0,12,60.0,Official
2025-10,2025,10,2025-10-28,SSA7,AROTIKA Rub 35g BDC,5.0,10,50.0,Official
2025-10,2025,10,2025-10-28,SSA1,AROTIKA Rub SprayPak 60ml BDC,10.0,102,1020.0,Official
2025-10,2025,10,2025-10-28,SSA2,AROTIKA Rub SprayPak 60ml BDC,10.0,2,20.0,Official
2025-10,2025,10,2025-10-28,SSA3,AROTIKA Rub SprayPak 60ml BDC,10.0,10,100.0,Official
2025-10,2025,10,2025-10-28,SSA5,AROTIKA Rub SprayPak 60ml BDC,10.0,10,100.0,Official
2025-10,2025,10,2025-10-28,SSA6,AROTIKA Rub SprayPak 60ml BDC,10.0,11,110.0,Official
2025-10,2025,10,2025-10-28,SSA7,AROTIKA Rub SprayPak 60ml BDC,10.0,12,120.0,Official
2025-10,2025,10,2025-10-28,SSA1,AROTIKA Rub Location 80ml,10.0,2,20.0,Official
2025-10,2025,10,2025-10-28,SSA3,AROTIKA Rub Location 80ml,10.0,2,20.0,Official
2025-10,2025,10,2025-10-28,SSA5,AROTIKA Rub Location 80ml,10.0,6,60.0,Official
2025-10,2025,10,2025-10-28,SSA7,AROTIKA Rub Location 80ml,10.0,8,80.0,Official
2025-10,2025,10,2025-10-28,SSA1,Plaivana cream 14% 35g BDC,5.0,42,210.0,Official
2025-10,2025,10,2025-10-28,SSA2,Plaivana cream 14% 35g BDC,5.0,2,10.0,Official
2025-10,2025,10,2025-10-28,SSA3,Plaivana cream 14% 35g BDC,5.0,22,110.0,Official
2025-10,2025,10,2025-10-28,SSA5,Plaivana cream 14% 35g BDC,5.0,3,15.0,Official
2025-10,2025,10,2025-10-28,SSA6,Plaivana cream 14% 35g BDC,5.0,2,10.0,Official
2025-10,2025,10,2025-10-28,SSA7,Plaivana cream 14% 35g BDC,5.0,13,65.0,Official
2025-10,2025,10,2025-10-28,SSA1,Arotika cool spay 60ml,10.0,27,270.0,Official
2025-10,2025,10,2025-10-28,SSA2,Arotika cool spay 60ml,10.0,2,20.0,Official
2025-10,2025,10,2025-10-28,SSA3,Arotika cool spay 60ml,10.0,5,50.0,Official
2025-10,2025,10,2025-10-28,SSA5,Arotika cool spay 60ml,10.0,33,330.0,Official
2025-10,2025,10,2025-10-28,SSA6,Arotika cool spay 60ml,10.0,14,140.0,Official
2025-10,2025,10,2025-10-28,SSA7,Arotika cool spay 60ml,10.0,4,40.0,Official
2025-10,2025,10,2025-10-28,SSA1,Clenascar gel 15g BDC,10.0,1,10.0,Official
2025-10,2025,10,2025-10-28,SSA2,Clenascar gel 15g BDC,10.0,1,10.0,Official
2025-10,2025,10,2025-10-28,SSA3,Clenascar gel 15g BDC,10.0,9,90.0,Official
2025-10,2025,10,2025-10-28,SSA5,Clenascar gel 15g BDC,10.0,9,90.0,Official
2025-10,2025,10,2025-10-28,SSA6,Clenascar gel 15g BDC,10.0,10,100.0,Official
2025-10,2025,10,2025-10-28,SSA7,Clenascar gel 15g BDC,10.0,1,10.0,Official
2025-10,2025,10,2025-10-28,SSA1,Glucosa 1500mg Red Sach1x30,10.0,48,480.0,Official
2025-10,2025,10,2025-10-28,SSA3,Glucosa 1500mg Red Sach1x30,10.0,47,470.0,Official
2025-10,2025,10,2025-10-28,SSA5,Glucosa 1500mg Red Sach1x30,10.0,45,450.0,Official
2025-10,2025,10,2025-10-28,SSA6,Glucosa 1500mg Red Sach1x30,10.0,13,130.0,Official
2025-10,2025,10,2025-10-28,SSA7,Glucosa 1500mg Red Sach1x30,10.0,18,180.0,Official
2025-10,2025,10,2025-10-28,SSA1,Glucosa-500mg Cap/BI BDC,10.0,39,390.0,Official
2025-10,2025,10,2025-10-28,SSA2,Glucosa-500mg Cap/BI BDC,10.0,1,10.0,Official
2025-10,2025,10,2025-10-28,SSA3,Glucosa-500mg Cap/BI BDC,10.0,30,300.0,Official
2025-10,2025,10,2025-10-28,SSA5,Glucosa-500mg Cap/BI BDC,10.0,19,190.0,Official
2025-10,2025,10,2025-10-28,SSA6,Glucosa-500mg Cap/BI BDC,10.0,9,90.0,Official
2025-10,2025,10,2025-10-28,SSA7,Glucosa-500mg Cap/BI BDC,10.0,20,200.0,Official
2025-10,2025,10,2025-10-28,SSA1,Glucosa 1500mg Lemon Sach BDC 30ຊອງ/ກ,10.0,22,220.0,Official
2025-10,2025,10,2025-10-28,SSA2,Glucosa 1500mg Lemon Sach BDC 30ຊອງ/ກ,10.0,1,10.0,Official
2025-10,2025,10,2025-10-28,SSA3,Glucosa 1500mg Lemon Sach BDC 30ຊອງ/ກ,10.0,28,280.0,Official
2025-10,2025,10,2025-10-28,SSA5,Glucosa 1500mg Lemon Sach BDC 30ຊອງ/ກ,10.0,28,280.0,Official
2025-10,2025,10,2025-10-28,SSA6,Glucosa 1500mg Lemon Sach BDC 30ຊອງ/ກ,10.0,10,100.0,Official
2025-10,2025,10,2025-10-28,SSA7,Glucosa 1500mg Lemon Sach BDC 30ຊອງ/ກ,10.0,6,60.0,Official
2025-10,2025,10,2025-10-28,SSA1,Prozeus 15 10Sach,10.0,7,70.0,Official
2025-10,2025,10,2025-10-28,SSA5,Prozeus 15 10Sach,10.0,4,40.0,Official
2025-10,2025,10,2025-10-28,SSA6,Prozeus 15 10Sach,10.0,5,50.0,Official
2025-10,2025,10,2025-10-28,SSA1,Prozeus 15 (ກະປ໋ອງ),20.0,5,100.0,Official
2025-10,2025,10,2025-10-28,SSA6,Prozeus 15 (ກະປ໋ອງ),20.0,2,40.0,Official
2025-10,2025,10,2025-10-28,SSA7,Prozeus 15 (ກະປ໋ອງ),20.0,5,100.0,Official
2025-10,2025,10,2025-10-28,SSA1,Tristan (etoricoxib) 90mg,2.0,29,58.0,Official
2025-10,2025,10,2025-10-28,SSA3,Tristan (etoricoxib) 90mg,2.0,51,102.0,Official
2025-10,2025,10,2025-10-28,SSA5,Tristan (etoricoxib) 90mg,2.0,19,38.0,Official
2025-10,2025,10,2025-10-28,SSA6,Tristan (etoricoxib) 90mg,2.0,38,76.0,Official
2025-10,2025,10,2025-10-28,SSA7,Tristan (etoricoxib) 90mg,2.0,1,2.0,Official
2025-10,2025,10,2025-10-28,SSA1,Gastro bismol 524,5.0,18,90.0,Official
2025-10,2025,10,2025-10-28,SSA3,Gastro bismol 524,5.0,10,50.0,Official
2025-10,2025,10,2025-10-28,SSA5,Gastro bismol 524,5.0,7,35.0,Official
2025-10,2025,10,2025-10-28,SSA6,Gastro bismol 524,5.0,23,115.0,Official
2025-10,2025,10,2025-10-28,SSA7,Gastro bismol 524,5.0,39,195.0,Official
2025-10,2025,10,2025-10-28,SSA1,Nacoxib 90 mg,5.0,77,385.0,Official
2025-10,2025,10,2025-10-28,SSA2,Nacoxib 90 mg,5.0,5,25.0,Official
2025-10,2025,10,2025-10-28,SSA3,Nacoxib 90 mg,5.0,52,260.0,Official
2025-10,2025,10,2025-10-28,SSA5,Nacoxib 90 mg,5.0,112,560.0,Official
2025-10,2025,10,2025-10-28,SSA6,Nacoxib 90 mg,5.0,27,135.0,Official
2025-10,2025,10,2025-10-28,SSA7,Nacoxib 90 mg,5.0,49,245.0,Official
2025-10,2025,10,2025-10-28,SSA1,Diabederm Cream 10% 35g,5.0,10,50.0,Official
2025-10,2025,10,2025-10-28,SSA2,Diabederm Cream 10% 35g,5.0,4,20.0,Official
2025-10,2025,10,2025-10-28,SSA3,Diabederm Cream 10% 35g,5.0,17,85.0,Official
2025-10,2025,10,2025-10-28,SSA5,Diabederm Cream 10% 35g,5.0,26,130.0,Official
2025-10,2025,10,2025-10-28,SSA6,Diabederm Cream 10% 35g,5.0,7,35.0,Official
2025-10,2025,10,2025-10-28,SSA7,Diabederm Cream 10% 35g,5.0,20,100.0,Official
2025-10,2025,10,2025-10-28,SSA1,Diabederm Cream 20% 35g,5.0,23,115.0,Official
2025-10,2025,10,2025-10-28,SSA2,Diabederm Cream 20% 35g,5.0,5,25.0,Official
2025-10,2025,10,2025-10-28,SSA3,Diabederm Cream 20% 35g,5.0,15,75.0,Official
2025-10,2025,10,2025-10-28,SSA5,Diabederm Cream 20% 35g,5.0,16,80.0,Official
2025-10,2025,10,2025-10-28,SSA6,Diabederm Cream 20% 35g,5.0,9,45.0,Official
2025-10,2025,10,2025-10-28,SSA7,Diabederm Cream 20% 35g,5.0,27,135.0,Official
2025-10,2025,10,2025-10-28,SSA1,Zentozide 1x4's,3.0,2,6.0,Official
2025-10,2025,10,2025-10-28,SSA5,Zentozide 1x4's,3.0,1,3.0,Official
2025-10,2025,10,2025-10-28,SSA7,Zentozide 1x4's,3.0,9,27.0,Official
2025-10,2025,10,2025-10-28,SSA1,Precius 6x10's,25.0,26,650.0,Official
2025-10,2025,10,2025-10-28,SSA3,Precius 6x10's,25.0,11,275.0,Official
2025-10,2025,10,2025-10-28,SSA5,Precius 6x10's,25.0,20,500.0,Official
2025-10,2025,10,2025-10-28,SSA6,Precius 6x10's,25.0,2,50.0,Official
2025-10,2025,10,2025-10-28,SSA7,Precius 6x10's,25.0,3,75.0,Official
2025-10,2025,10,2025-10-28,SSA1,Clena TM EX (Anti melasma) 15g,10.0,27,270.0,Official
2025-10,2025,10,2025-10-28,SSA2,Clena TM EX (Anti melasma) 15g,10.0,1,10.0,Official
2025-10,2025,10,2025-10-28,SSA3,Clena TM EX (Anti melasma) 15g,10.0,24,240.0,Official
2025-10,2025,10,2025-10-28,SSA5,Clena TM EX (Anti melasma) 15g,10.0,13,130.0,Official
2025-10,2025,10,2025-10-28,SSA6,Clena TM EX (Anti melasma) 15g,10.0,12,120.0,Official
2025-10,2025,10,2025-10-28,SSA7,Clena TM EX (Anti melasma) 15g,10.0,11,110.0,Official
2025-11,2025,11,2025-11-28,SSA1,Capsika 0.0125%gel 35g BDC,5.0,26,130.0,Official
2025-11,2025,11,2025-11-28,SSA3,Capsika 0.0125%gel 35g BDC,5.0,9,45.0,Official
2025-11,2025,11,2025-11-28,SSA5,Capsika 0.0125%gel 35g BDC,5.0,31,155.0,Official
2025-11,2025,11,2025-11-28,SSA6,Capsika 0.0125%gel 35g BDC,5.0,2,10.0,Official
2025-11,2025,11,2025-11-28,SSA7,Capsika 0.0125%gel 35g BDC,5.0,15,75.0,Official
2025-11,2025,11,2025-11-28,SSA1,Capsika-25 (0.025%) Gel 35g,5.0,29,145.0,Official
2025-11,2025,11,2025-11-28,SSA2,Capsika-25 (0.025%) Gel 35g,5.0,1,5.0,Official
2025-11,2025,11,2025-11-28,SSA3,Capsika-25 (0.025%) Gel 35g,5.0,12,60.0,Official
2025-11,2025,11,2025-11-28,SSA5,Capsika-25 (0.025%) Gel 35g,5.0,17,85.0,Official
2025-11,2025,11,2025-11-28,SSA6,Capsika-25 (0.025%) Gel 35g,5.0,5,25.0,Official
2025-11,2025,11,2025-11-28,SSA7,Capsika-25 (0.025%) Gel 35g,5.0,30,150.0,Official
2025-11,2025,11,2025-11-28,SSA1,Capsika-25 Lotion Spray 100ml,10.0,10,100.0,Official
2025-11,2025,11,2025-11-28,SSA3,Capsika-25 Lotion Spray 100ml,10.0,13,130.0,Official
2025-11,2025,11,2025-11-28,SSA5,Capsika-25 Lotion Spray 100ml,10.0,18,180.0,Official
2025-11,2025,11,2025-11-28,SSA6,Capsika-25 Lotion Spray 100ml,10.0,1,10.0,Official
2025-11,2025,11,2025-11-28,SSA7,Capsika-25 Lotion Spray 100ml,10.0,15,150.0,Official
2025-11,2025,11,2025-11-28,SSA1,AROTIKA Rub 35g BDC,5.0,32,160.0,Official
2025-11,2025,11,2025-11-28,SSA3,AROTIKA Rub 35g BDC,5.0,1,5.0,Official
2025-11,2025,11,2025-11-28,SSA5,AROTIKA Rub 35g BDC,5.0,4,20.0,Official
2025-11,2025,11,2025-11-28,SSA6,AROTIKA Rub 35g BDC,5.0,2,10.0,Official
2025-11,2025,11,2025-11-28,SSA1,AROTIKA Rub SprayPak 60ml BDC,10.0,20,200.0,Official
2025-11,2025,11,2025-11-28,SSA2,AROTIKA Rub SprayPak 60ml BDC,10.0,2,20.0,Official
2025-11,2025,11,2025-11-28,SSA3,AROTIKA Rub SprayPak 60ml BDC,10.0,7,70.0,Official
2025-11,2025,11,2025-11-28,SSA5,AROTIKA Rub SprayPak 60ml BDC,10.0,12,120.0,Official
2025-11,2025,11,2025-11-28,SSA6,AROTIKA Rub SprayPak 60ml BDC,10.0,6,60.0,Official
2025-11,2025,11,2025-11-28,SSA7,AROTIKA Rub SprayPak 60ml BDC,10.0,1,10.0,Official
2025-11,2025,11,2025-11-28,SSA1,AROTIKA Rub Location 80ml,10.0,4,40.0,Official
2025-11,2025,11,2025-11-28,SSA3,AROTIKA Rub Location 80ml,10.0,1,10.0,Official
2025-11,2025,11,2025-11-28,SSA5,AROTIKA Rub Location 80ml,10.0,3,30.0,Official
2025-11,2025,11,2025-11-28,SSA1,Plaivana cream 14% 35g BDC,5.0,30,150.0,Official
2025-11,2025,11,2025-11-28,SSA2,Plaivana cream 14% 35g BDC,5.0,3,15.0,Official
2025-11,2025,11,2025-11-28,SSA3,Plaivana cream 14% 35g BDC,5.0,19,95.0,Official
2025-11,2025,11,2025-11-28,SSA5,Plaivana cream 14% 35g BDC,5.0,3,15.0,Official
2025-11,2025,11,2025-11-28,SSA6,Plaivana cream 14% 35g BDC,5.0,3,15.0,Official
2025-11,2025,11,2025-11-28,SSA7,Plaivana cream 14% 35g BDC,5.0,5,25.0,Official
2025-11,2025,11,2025-11-28,SSA1,Arotika cool spay 60ml,10.0,20,200.0,Official
2025-11,2025,11,2025-11-28,SSA2,Arotika cool spay 60ml,10.0,1,10.0,Official
2025-11,2025,11,2025-11-28,SSA3,Arotika cool spay 60ml,10.0,5,50.0,Official
2025-11,2025,11,2025-11-28,SSA5,Arotika cool spay 60ml,10.0,27,270.0,Official
2025-11,2025,11,2025-11-28,SSA6,Arotika cool spay 60ml,10.0,8,80.0,Official
2025-11,2025,11,2025-11-28,SSA7,Arotika cool spay 60ml,10.0,6,60.0,Official
2025-11,2025,11,2025-11-28,SSA1,Clenascar gel 15g BDC,10.0,3,30.0,Official
2025-11,2025,11,2025-11-28,SSA3,Clenascar gel 15g BDC,10.0,2,20.0,Official
2025-11,2025,11,2025-11-28,SSA5,Clenascar gel 15g BDC,10.0,3,30.0,Official
2025-11,2025,11,2025-11-28,SSA6,Clenascar gel 15g BDC,10.0,9,90.0,Official
2025-11,2025,11,2025-11-28,SSA1,Glucosa 1500mg Red Sach1x30,10.0,46,460.0,Official
2025-11,2025,11,2025-11-28,SSA2,Glucosa 1500mg Red Sach1x30,10.0,4,40.0,Official
2025-11,2025,11,2025-11-28,SSA3,Glucosa 1500mg Red Sach1x30,10.0,54,540.0,Official
2025-11,2025,11,2025-11-28,SSA5,Glucosa 1500mg Red Sach1x30,10.0,57,570.0,Official
2025-11,2025,11,2025-11-28,SSA6,Glucosa 1500mg Red Sach1x30,10.0,17,170.0,Official
2025-11,2025,11,2025-11-28,SSA7,Glucosa 1500mg Red Sach1x30,10.0,15,150.0,Official
2025-11,2025,11,2025-11-28,SSA1,Glucosa-500mg Cap/BI BDC,10.0,50,500.0,Official
2025-11,2025,11,2025-11-28,SSA2,Glucosa-500mg Cap/BI BDC,10.0,1,10.0,Official
2025-11,2025,11,2025-11-28,SSA3,Glucosa-500mg Cap/BI BDC,10.0,35,350.0,Official
2025-11,2025,11,2025-11-28,SSA5,Glucosa-500mg Cap/BI BDC,10.0,17,170.0,Official
2025-11,2025,11,2025-11-28,SSA6,Glucosa-500mg Cap/BI BDC,10.0,12,120.0,Official
2025-11,2025,11,2025-11-28,SSA7,Glucosa-500mg Cap/BI BDC,10.0,7,70.0,Official
2025-11,2025,11,2025-11-28,SSA1,Glucosa 1500mg Lemon Sach BDC 30ຊອງ/ກ,10.0,21,210.0,Official
2025-11,2025,11,2025-11-28,SSA3,Glucosa 1500mg Lemon Sach BDC 30ຊອງ/ກ,10.0,9,90.0,Official
2025-11,2025,11,2025-11-28,SSA5,Glucosa 1500mg Lemon Sach BDC 30ຊອງ/ກ,10.0,11,110.0,Official
2025-11,2025,11,2025-11-28,SSA6,Glucosa 1500mg Lemon Sach BDC 30ຊອງ/ກ,10.0,8,80.0,Official
2025-11,2025,11,2025-11-28,SSA7,Glucosa 1500mg Lemon Sach BDC 30ຊອງ/ກ,10.0,6,60.0,Official
2025-11,2025,11,2025-11-28,SSA2,Prozeus 15 10Sach,10.0,1,10.0,Official
2025-11,2025,11,2025-11-28,SSA5,Prozeus 15 10Sach,10.0,1,10.0,Official
2025-11,2025,11,2025-11-28,SSA6,Prozeus 15 10Sach,10.0,9,90.0,Official
2025-11,2025,11,2025-11-28,SSA7,Prozeus 15 10Sach,10.0,13,130.0,Official
2025-11,2025,11,2025-11-28,SSA3,Prozeus 15 (ກະປ໋ອງ),20.0,3,60.0,Official
2025-11,2025,11,2025-11-28,SSA5,Prozeus 15 (ກະປ໋ອງ),20.0,2,40.0,Official
2025-11,2025,11,2025-11-28,SSA6,Prozeus 15 (ກະປ໋ອງ),20.0,2,40.0,Official
2025-11,2025,11,2025-11-28,SSA7,Prozeus 15 (ກະປ໋ອງ),20.0,8,160.0,Official
2025-11,2025,11,2025-11-28,SSA1,Tristan (etoricoxib) 90mg,2.0,6,12.0,Official
2025-11,2025,11,2025-11-28,SSA3,Tristan (etoricoxib) 90mg,2.0,15,30.0,Official
2025-11,2025,11,2025-11-28,SSA5,Tristan (etoricoxib) 90mg,2.0,9,18.0,Official
2025-11,2025,11,2025-11-28,SSA6,Tristan (etoricoxib) 90mg,2.0,19,38.0,Official
2025-11,2025,11,2025-11-28,SSA7,Tristan (etoricoxib) 90mg,2.0,14,28.0,Official
2025-11,2025,11,2025-11-28,SSA1,Gastro bismol 524,5.0,81,405.0,Official
2025-11,2025,11,2025-11-28,SSA3,Gastro bismol 524,5.0,23,115.0,Official
